 1  1 2.18911125E-02-1.20807603E-01 8.69635336E-01 2.61496730E-01-3.06380309E-02
 2  1 2.15459264E-01-1.18137907E+00-1.58820212E+00 2.85158135E+00-3.20453468E-01
 3  1-9.41671885E-01 7.65933571E+00-1.19204838E+01 5.75119524E+00-1.37518300E-03
 4  1 3.78976468E+00-4.69203894E+00-3.38163662E+00 9.27869338E+00-4.97592437E+00
 5  1-8.61522959E+00 2.52526159E+01-3.34751765E+01 2.43402109E+01-8.03946043E+00
