 1  1 2.48296527E-02-1.35572630E-01 8.21195211E-01 3.28179958E-01-3.71077800E-02
 2  1 1.67384533E-01-8.68056665E-01-2.05469842E+00 3.03609348E+00-3.03604011E-01
 3  1-1.06168045E+00 7.73144685E+00-1.14530393E+01 5.03961290E+00 2.92997451E-01
 4  1 2.82094650E+00-1.66920623E+00-7.41126002E+00 1.20317242E+01-5.78444591E+00
 5  1-8.96686157E+00 2.56213210E+01-3.29606502E+01 2.32450105E+01-7.47376505E+00
